,first150,fname,match
2495,"AUGUST 24, 2016 FINAL DECISION AND ORDER 16-0442 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON BEH",16_0442.pdf.txt,GREENWICH
1627,"JUNE 15, 2016 FINAL DECISION AND ORDER 16—0449 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING ON B",16_0449.pdf.txt,
1502,"JULY 13, 2016 FINAL DECISION AND ORDER 16—0450 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGION 10 BOARD OF EDUCATION APPEARING ON BEH",16_0450.pdf.txt,REGION 10
1416,"JUNE 20, 2016 FINAL DECISION AND ORDER CASE NO. 16—0455 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRFIELD BOARD OF EDUCATION APPEARI",16_0455.pdf.txt,FAIRFIELD
477,"JUNE 9, 2016 , FINAL DECISION AND ORDER 16-0456 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND MANCHESTER BOARD OF EDUCATION APPEARING ON BE",16_0456.pdf.txt,
306,"JUNE 17, 2016 FINAL DECISION AND ORDER 16-0457 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. CANTON BOARD OF EDUCATION APPEARING ON BEHALF O",16_0457.pdf.txt,CANTON
1771,"JUNE 22, 2016 FINAL DECISION AND ORDER 16-0458 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WATERBURY BOARD OF EDUCATION V. STUDENT APPEARING ON BEHAL",16_0458.pdf.txt,WATERBURY
1628,"JUNE 22, 2016 FINAL DECISION AND ORDER 16—0459 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MERIDEN BOARD OF EDUCATION APPEARING ON BEHAL",16_0459.pdf.txt,MERIDEN
2300,"APRIL 25, 2016 F INAL DECISION AND ORDER 16-0465 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND GLASTONBURY BOARD OF EDUCATION APPEARING ON ",16_0465.pdf.txt,
609,"JUNE 20, 2016 FINAL DECISION AND ORDER 16—0470 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND MONTVIL1E BOARD OF EDUCATION APPEARING ON BE",16_0470.pdf.txt,
53,"JUNE 1, 2016 FINAL DECISION AND ORDER 16—0471 :STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. ELLINGTON BOARD OF EDUCATION APPEARING ON BEH",16_0471.pdf.txt,ELLINGTON
2750,"MAY 18, 2016 FINAL DECISION AND ORDER 16-0474 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPMT BOARD OF EDUCATION1 APPEARING ON BEHALF ",16_0474.pdf.txt,WESTPMT
2296,"JULY 14, 2016 FINAL DECISION AND ORDER 16—0475 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND WESTON BOARD OF EDUCATION APPEARING ON BEHAL",16_0475.pdf.txt,
1813,"MAY 18, 2016 FINAL DECISION AND ORDER 16-0483 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BRIDGEPMT BOARD OF EDUCATION APPEARING ON BEHALF",16_0483.pdf.txt,BRIDGEPMT
2771,"JUNE 7, 2017 FINAL DECISION AND ORDER CONSOLIDATED 16 - 0486 AND 16 - 0617 1 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MONROE BOARD OF E",16_0486_and_16_0617_fully_adjudicated.pdf.txt,MONROE
1213,"SEPTEMBER 6, 2016 ' . FINAL DECISION AND ORDER 16-0487 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING O",16_0487.pdf.txt,STAMFORD
2662,"MAY 19, 2016 FINAL DECISION AND ORDER 16-0490 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION BRANFORD BOARD OF EDUCATION AND STUDENT APPEARING ON BEHALF",16_0490.pdf.txt,
636,"JULY 29, 2016 FINAL DECISION AND ORDER 16-0494 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MONROE BOARD OF EDUCATION APPEARING ON BEHALF O",16_0494.pdf.txt,MONROE
382,"JUNE 13, 2016 FINAL DECISION AND ORDER 16—0511 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WETHERSﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ON",16_0511.pdf.txt,
1304,"JULY 29, 2016 FINAL DECISION AND ORDER 16—0512 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION BARKHAMSTED BOARD OF EDUCATION AND STUDENT APPEARING ON ",16_0512.pdf.txt,
2425,"JULY 12, 2016 FINA1 DECISION AND ORDER 16-0514 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGION 5 BOARD OF EDUCATION APPEARING ON BEHALF",16_0514.pdf.txt,REGION 5
2284,"SEPTEMBER 1, 2016 FINAL DECISION AND ORDER 16—0517 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT1 V. SOUTHINGTON BOARD OF EDUCATION APPEARING",16_0517_fully_adjudicated.pdf.txt,IF THE
2172,"JULY 13, 2016 FINAL DECISION AND ORDER 16—0522 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW FAIRﬁELD BOARD OF EDUCATION APPEARING O",16_0522.pdf.txt,
973,"OCTOBER 8, 2016 FINAL DECISION AND ORDER 160535 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND MADISON BOARD OF EDUCATION APPEARING ON BEHAL",16_0535.pdf.txt,
180,"JULY 12, 2016 FINAL DECISION AND ORDER 16-0536 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING ON BEH",16_0536.pdf.txt,
685,"JULY 28, 2016 FINAL DECISION AND ORDER 16-0537 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WOLCOTT BOARD OF EDUCATION V. STUDENT APPEARING ON BEHALF ",16_0537.pdf.txt,WOLCOTT
2154,"JULY 28, 2016 F INAL DECISION AND ORDER 16—0540 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION RIDGEﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ON ",16_0540.pdf.txt,
1630,"AUGUST 25, 2016 FINAL DECISION AND ORDER 16-0553 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND TRUMBULL BOARD OF EDUCATION APPEARING ON BEH",16_0553.pdf.txt,
1054,"SEPTEMBER 12, 2016 FINAL DECISION AND ORDER 16-0557 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGION 9 BOARD OF EDUCATION APPEARING ON B",16_0557.pdf.txt,REGION 9
2374,"JULY 28, 2016 FINAL DECISION AND ORDER 16—0559 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON BEH",16_0559.pdf.txt,GREENWICH
1263,"SEPTEMBER 7, 2016 FINAL DECISION AND ORDER CASE NO. 16-0560 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEAR",16_0560.pdf.txt,WESTPORT
717,"JUNE 20, 2016 FINAL DECISION AND ORDER 16—0561 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION THOMASTON BOARD OF EDUCATION AND STUDENT APPEARING ON BE",16_0561.pdf.txt,
418,"AUGUST 31, 2016 FINAL DECISION AND ORDER 16-0563 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WOLCOTT BOARD OF EDUCATION APPEARING ON BEHAL",16_0563.pdf.txt,WOLCOTT
2053,"AUGUST 17, 2016 FINAL DECISION AND ORDER 16-0564 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTON BOARD OF EDUCATION APPEARING ON BEHALF",16_0564.pdf.txt,WESTON
937,"AUGUST 17, 2016 FINAL DECISION AND ORDER 16-568 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ENﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ON BEHAL",16_0568.pdf.txt,
1133,"JUNE 16, 2016 FINAL DECISION AND ORDER 16-0569 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BRIDGEPORT BOARD OF EDUCATION APPEARING ON BEHA",16_0569.pdf.txt,BRIDGEPORT
2056,"AUGUST 5, 2016 FINAL DECISION AND ORDER 16 - 0574 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION HARTFORD BOARD OF EDUCATION V. STUDENT APPEARING ON BEH",16_0574.pdf.txt,HARTFORD
939,"J MY 20, 2016 FINAL DECISION AND ORDER 16-0578 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ENﬁELD BOARD OF EDUCATION AND STUDENT APPEARING ON BEHAL",16_0578.pdf.txt,
1129,"AUGUST 4, 2016 F INAL DECISION AND ORDER 16—0579 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BE",16_0579.pdf.txt,STAMFORD
2009,"JULY 14, 2016 FINAL DECISION AND ORDER 16-0580 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ENﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ON BEHALF",16_0580.pdf.txt,
1597,"SEPTEMBER 2, 2016 FINAL DECISION AND ORDER CONSOLIDATED CASE 16-0438/16—0588 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TRUMBULL BOARD ",16_0588.pdf.txt,TRUMBULL BOARD OF EDUCATION TRUMBULL
2011,"JULY 28, 2016 FINAL DECISION AND ORDER 16-0590 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOUTH WINDSOR BOARD OF EDUCATION APPEARING ON B",16_0590.pdf.txt,SOUTH WINDSOR
1474,"AUGUST 17, 2016 FINAL DECISION AND ORDER 16-0591 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND WILTON BOARD OF EDUCATION APPEARING ON BEHAL",16_0591.pdf.txt,
2336,"AUGUST 17, 2016 FINAL DECISION AND ORDER 16—0592 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON BEH",16_0592.pdf.txt,NORWALK
2488,"SEPTEMBER 19, 2016 FINAL DECISION AND ORDER 16-0593 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SUFﬁELD BOARD OF EDUCATION APPEARING ON ",16_0593.pdf.txt,
279,"JUNE 27, 2016 FINAL DECISION AND ORDER 16~0596 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW LONDON BOARD OF EDUCATION APPEARING ON BEHA",16_0596.pdf.txt,NEW LONDON
486,"JULY 25, 2016 FINAL DECISION AND ORDER 16—0597 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENTL V. MILFORD BOARD OFEDUCATION APPEARING ON BEHAL",16_0597.pdf.txt,
1602,"AUGUST 22, 2016 FINAL DECISION AND ORDER 16-0598 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. LEDYARD BOARD OF EDUCATION APPEARING ON BEHAL",16_0598.pdf.txt,LEDYARD
719,"JULY 8, 2016 FINAL DECISION AND ORDER 16—0607 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MERIDEN BOARD OF EDUCATION APPEARING ON BEHALF",16_0607.pdf.txt,MERIDEN
260,"OCTOBER 19, 2016 FINAL DECISION AND ORDER 16—0614 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENTL V. SHERMAN BOARD OF EDUCATION APPEARING ON B",16_0614.pdf.txt,SHERMAN
415,"JULY 8, 2016 FINAL DECISION AND ORDER 16—0615 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. CTHSS BOARD OF EDUCATION APPEARING ON BEHALF O",16_0615.pdf.txt,CTHSS
2734,"SEPTEMBER 9, 2016 FINAL DECISION AND ORDER 16-0618 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON BE",16_0618.pdf.txt,WESTPORT
1038,"DECEMBER 5, 2016 FINAL DECISION AND ORDER 16-0621 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON BE",16_0621.pdf.txt,GREENWICH
115,"JULY 28, 2016 FINAL DECISION AND ORDER 16-0622 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND TRUMBULL BOARD OF EDUCATION APPEARING ON BEHAL",16_0622.pdf.txt,
659,"JULY 8, 2016 FINAL DECISION AND ORDER 16-0623 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. POMFRET BOARD OF EDUCATION APPEARING ON BEHALF O",16_0623.pdf.txt,POMFRET
1824,"NOVEMBER 30, 2016 FINAL DECISION AND ORDER 16-0624 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BE",16_0624.pdf.txt,STAMFORD
828,"OCTOBER 6, 2016 FINAL DECISION AND ORDER 16-0628 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DARIEN BOARD OF EDUCATION APPEARING ON BEHALF",16_0628.pdf.txt,DARIEN
1343,"AUGUST 17, 2016 FINAL DECISION AND ORDER 16-0629 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BEHA",16_0629.pdf.txt,STAMFORD
1031,"SEPTEMBER 22, 2016 FINAL DECISION AND ORDER 16-0631 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION OXFORD BOARD OF EDUCATION V. STUDENT APPEARING ON BEH",16_0631.pdf.txt,OXFORD
1643,"AUGUST 24, 2016 FINAL DECISION AND ORDER 16—0635 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ENﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ON BE",16_0635.pdf.txt,
2145,"AUGUST 10, 2016 FINAL DECISION AND ORDER 16-0636 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION GLASTONBURY BOARD OF EDUCATION V. STUDENT APPEARING ON B",16_0636.pdf.txt,GLASTONBURY
2645,"DECEMBER 5, 2016 F INAL DECISION AND ORDER 16-0637 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND REGION 9 BOARD OF EDUCATION APPEARING ON B",16_0637.pdf.txt,
2706,"SEPTEMBER 2, 2016 FINAL DECISION AND ORDER 16-0645 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW MILFORD BOARD OF EDUCATION APPEARING ON",16_0645.pdf.txt,NEW MILFORD
274,"SEPTEMBER 19, 2016 FINAL DECISION AND ORDER 17-0004 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING O",17_0004.pdf.txt,
419,"OCTOBER 7, 2016 FINAL DECISION AND ORDER 17-0005 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON BEHA",17_0005.pdf.txt,WESTPORT
1266,"SEPTEMBER 19, 2016 FINAL DECISION AND ORDER CASE NO. 17-006 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRﬁELD BOARD OF EDUCATION APPE",17_0006.pdf.txt,
712,"SEPTEMBER 19, 2016 FINAL DECISION AND ORDER 17-0007 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND DARIEN BOARD'OF EDUCATION APPEARING ON BE",17_0007.pdf.txt,
2617,"AUGUST 31, 2016 FINAL DECISION AND ORDER 17-0011 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WETHERSﬁE1D BOARD OF EDUCATION V. STUDENT APPEARING ON",17_0011.pdf.txt,
417,"OCTOBER 11, 2016 FINAL DECISION AND ORDER 17- 0015 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRﬁELD BOARD OF EDUCATION APPEARING ON ",17_0015.pdf.txt,
2209,"OCTOBER 26, 2016 F INAL DECISION AND ORDER 17—0019 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON",17_0019.pdf.txt,GREENWICH
1205,"SEPTEMBER 26, 2016 FINAL DECISION AND ORDER 17-0020 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND DARIEN BOARD OF EDUCATION APPEARING ON BE",17_0020.pdf.txt,
1055,"NOVEMBER 7, 2016 FINAL DECISION AND ORDER 17—0021 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON B",17_0021.pdf.txt,WESTPORT
105,"JULY 29, 2016 FINAL DECISION AND ORDER 17-0022 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BEHALF",17_0022.pdf.txt,STAMFORD
642,"NOVEMBER 1, 2016 FINAL DECISION AND ORDER 17-0023 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENTL V. REGION 17 BOARD OF EDUCATION APPEARING ON B",17_0023.pdf.txt,REGION 17
1823,"JULY 28, 2016 FINAL DECISION AND ORDER 17—0024 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION REDDING BOARD OF EDUCATION V. STUDENT APPEARING ON BEHAL",17_0024.pdf.txt,REDDING
846,"SEPTEMBER 6, 2016 FINAL DECISION AND ORDER 17-0028 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND ENﬁELD BOARD OF EDUCATION APPEARING ON B",17_0028.pdf.txt,
109,"SEPTEMBER 26, 2016 FINAL DECISION AND ORDER 17—0032 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DARIEN BOARD OF EDUCATION APPEARING ON B",17_0032.pdf.txt,DARIEN
640,"NOVEMBER 15, 2016 FINAL DECISION AND ORDER 17-0033 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GLASTONBURY BOARD OF EDUCATION APPEARING ON",17_0033.pdf.txt,GLASTONBURY
1821,"SEPTEMBER 8, 2016 FINAL DECISION AND ORDER 17—0034 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND HEBRON BOARD OF EDUCATION APPEARING ON B",17_0034.pdf.txt,
1348,"SEPTEMBER 27, 2016 FINAL DECISION AND ORDER 17—0039 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTON BOARD OF EDUCATION APPEARING ON B",17_0039.pdf.txt,WESTON
686,"OCTOBER 21, 2016 FINAL DECISION AND ORDER 17—0041 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON B",17_0041.pdf.txt,STAMFORD
972,"NOVEMBER 1, 2016 FINAL DECISION AND ORDER 17—0043 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON B",17_0043.pdf.txt,STAMFORD
2168,"SEPTEMBER 26, 2016 FINAL DECISION AND ORDER 17-0044 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION NEW HAVEN BOARD OF EDUCATION V. STUDENT APPEARING ON ",17_0044.pdf.txt,NEW HAVEN
1772,"OCTOBER 4, 2016 FINAL DECISION AND ORDER 17-0046 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND SOUTHINGTON BOARD OF EDUCATION APPEARING ON ",17_0046.pdf.txt,
679,"SEPTEMBER 12, 2016 FINAL DECISION AND ORDER 17-0051 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND REGION 15 BOARD OF EDUCATION APPEARING ON",17_0051.pdf.txt,
1176,"AUGUST 31, 2016 FINAL DECISION AND ORDER 17—0052 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGION 15 BOARD OF EDUCATION APPEARING ON B",17_0052.pdf.txt,REGION 15
974,"NOVEMBER 1, 2016 FINAL DECISION AND ORDER 17—0053 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRﬁELD BOARD OF EDUCATION APPEARING ON",17_0053.pdf.txt,
2171,"AUGUST 17, 2016 FINAL DECISION AND ORDER 16—0617 AND 17-0054 CONSOLIDATED STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF",17_0054.pdf.txt,GREENWICH BOARD OF EDUCATION GREENWICH
1769,"OCTOBER 6, 2016 FINAL DECISION AND ORDER 17-0056 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, BRISTOL BOARD OF EDUCATION APPEARING ON BEHAL",17_0056.pdf.txt,BRISTOL
1629,"NOVEMBER 1, 2016 FINAL DECISION AND ORDER 17-0057 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION TRUMBULL BOARD OF EDUCATION AND STUDENT APPEARING ON BE",17_0057.pdf.txt,
2424,"AUGUST 17, 2016 FINAL DECISION AND ORDER 17-0062 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ENﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ON BEHA",17_0062.pdf.txt,
2577,"OCTOBER 7, 2016 FINAL DECISION AND ORDER 17—0063 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWINGTON BOARD OF EDUCATION APPEARING ON B",17_0063.pdf.txt,NEWINGTON
1303,"NOVEMBER 18, 2016 FINAL DECISION AND ORDER 17-0064 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOUTHINGTON BOARD OF EDUCATION APPEARING ON",17_0064.pdf.txt,SOUTHINGTON
796,"AUGUST 31, 2016 FINAL DECISION AND ORDER 17-0065 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SIMSBURY BOARD OF EDUCATION APPEARING ON BEHA",17_0065.pdf.txt,SIMSBURY
383,"J ANUARY 26, 2017 F INAL DECISION AND ORDER 17—0067 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON",17_0067.pdf.txt,HARTFORD
1686,"MARCH 20, 2017 FINAL DECISION AND ORDER 17 - 0068 1 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. EAST HADDAM BOARD OF EDUCATION APPEARING O",17_0068.pdf.txt,EAST HADDAM
1869,"NOVEMBER 7, 2016 FINAL DECISION AND ORDER 17-0069 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. F AIRﬁELD BOARD OF EDUCATION APPEARING ON ",17_0069.pdf.txt,
189,"NOVEMBER 1, 2016 FINAL DECISION AND ORDER 17—0076 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND STRATFORD BOARD OF EDUCATION APPEARING ON",17_0076.pdf.txt,
1875,"DECEMBER 15, 2016 FINAL DECISION AND ORDER 17-0079 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WILTON BOARD OF EDUCATION APPEARING ON BEHA",17_0079.pdf.txt,WILTON
1956,"NOVEMBER 1, 2016 FINAL DECISION AND ORDER 17-0084 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT1 V. REGION 17 BOARD OF EDUCATION APPEARING ON B",17_0084.pdf.txt,REGION 17
2343,"SEPTEMBER 21, 2016 FINAL DECISION AND ORDER 17-0086 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND EAST HARTFORD BOARD OF EDUCATION APPEARIN",17_0086.pdf.txt,
1215,"OCTOBER 11, 2016 FINAL DECISION AND ORDER 17-0089 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DANBURY BOARD OF EDUCATION APPEARING ON BEHA",17_0089.pdf.txt,DANBURY
1359,"NOVEMBER 15, 2016 FINAL DECISION AND ORDER 17-0090 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BERLIN BOARD OF EDUCATION APPEARING ON BEHA",17_0090.pdf.txt,BERLIN
817,"OCTOBER 26, 2016 FINAL DECISION AND ORDER 17—0091 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WATERBURY BOARD OF EDUCATION APPEARING ON ",17_0091.pdf.txt,WATERBURY
357,"NOVEMBER 16, 2016 FINAL DECISION AND ORDER 17-0092 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOUTHINGTON BOARD OF EDUCATION APPEARING ON",17_0092.pdf.txt,SOUTHINGTON
2542,"DECEMBER 6, 2016 FINAL DECISION AND ORDER 17-0097 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND STAMFORD BOARD OF EDUCATION APPEARING ON BE",17_0097.pdf.txt,
1014,"OCTOBER 26, 2016 FINAL DECISION AND ORDER 17-0098 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON BEHA",17_0098.pdf.txt,NORWALK
2749,"AUGUST 31, 2016 FINAL DECISION AND ORDER 17-0102 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BEHA",17_0102.pdf.txt,STAMFORD
1079,"NOVEMBER 30, 2016 FINAL DECISION AND ORDER 17—0105 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NAUGATUCK BOARD OF EDUCATION APPEARING ON",17_0105.pdf.txt,NAUGATUCK
610,"NOVEMBER 23, 2016 FINAL DECISION AND ORDER 17-0106 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION FAIRﬁELD BOARD OF EDUCATION AND STUDENT APPEARING ON",17_0106.pdf.txt,
1558,"DECEMBER 2, 2016 FINAL DECISION AND ORDER 17-0109 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. F AIRﬁELD BOARD OF EDUCATION APPEARING ON ",17_0109.pdf.txt,
1684,"SEPTEMBER 26, 2016 F INAL DECISION AND ORDER 17-0110 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING ",17_0110.pdf.txt,
1872,"SEPTEMBER 22, 2016 FINAL DECISION AND ORDER 17—01 11 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MANCHESTER BOARD OF EDUCATION APPEARING",17_0111.pdf.txt,MANCHESTER
925,"NOVEMBER 23, 2016 FINAL DECISION AND ORDER 17-0114 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING ON",17_0114.pdf.txt,
608,"J ANUARY 12, 2017 FINAL DECISION AND ORDER 17—01 16 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND REGION 5 BOARD OF EDUCATION APPEARING O",17_0116.pdf.txt,
478,"OCTOBER 4, 2016 EXPEDITED F INAL DECISION AND ORDER 17-0120 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GRISWOLD BOARD OF EDUCATION APPEAR",17_0120.pdf.txt,GRISWOLD
1415,"OCTOBER 7, 2016 F INAL DECISION AND ORDER 17—0123 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON ",17_0123.pdf.txt,GREENWICH
