,first150,fname,match
868,"FEBRUARY 23, 2011 -1- F INAL DECISION AND ORDER 11-0201 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF",11_0201.pdf.txt,
2479,"STATE OF CONNECTICUT DEPARTMENT OF EDUCATION FEBRUARY 3, 201 1 1 FINAL DECISION AND ORDER 1 1—0207 STUDENT VI WESTPORT BOARD OFEDUCATION APPEARING O",11_0207.pdf.txt,
994," DECEMBER 2, 2010 1 FINAL DECISION AND ORDER 11-0208 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HAVEN BOARD OF EDUCATION APPEARING O",11_0208.pdf.txt,WEST HAVEN
1151," DECEMBER 13, 2010 1 FINAL DECISION AND ORDER 11-0209 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON",11_0209.pdf.txt,HARTFORD
291,"MAY 13, 2011 FINAL DECISION AND ORDER 11-0212 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BEHALF ",11_0212.pdf.txt,STAMFORD
488,"MARCH 24, 2011 —1— FINAL DECISION AND ORDER 1 1-0213 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT VI RIDGEﬁELD BOARD OF EDUCATION APPEAR",11_0213.pdf.txt,
2325," DECEMBER 8, 2010 1 FINAL DECISION AND ORDER 11-0216 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BRIDGEPORT BOARD OF EDUCATION APPEARING O",11_0216.pdf.txt,BRIDGEPORT
2469,"FEBRUARY 2, 201 1 1 FINAL DECISION AND ORDER 11—0217 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MONROE BOARD OF EDUCATION APPEARING ON ",11_0217.pdf.txt,MONROE
990,"JANUARY 28, 2011 -1- FINAL DECISION AND ORDER 1 1-0218 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRﬁELD BOARD OF EDUCATION APPEARING",11_0218.pdf.txt,
1152,"J ANUARY 28, 2011 FINAL DECISION AND ORDER 1 1-0219 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ENﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ON B",11_0219.pdf.txt,
2261," DECEMBER 13, 2010 1 FINAL DECISION AND ORDER 11-0220 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SHELTON BOARD OF EDUCATION APPEARING ON ",11_0220.pdf.txt,SHELTON
1850,"FEBRUARY 14, 2011 1 FINAL DECISION AND ORDER 1 1-0222 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON",11_0222.pdf.txt,STAMFORD
1695,"FEBRUALY 3, 201 1 -1— FINAL DECISION AND ORDER 1 1-0223 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION MIDDLETOWN BOARD OF EDUCATION V. STUDENT APPEAR",11_0223.pdf.txt,MIDDLETOWN
1100,"JANUARY 25, 2011 FINAL DECISION AND ORDER 11—0226 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. LEDYARD BOARD OF EDUCATION APPEARING ON BE",11_0226.pdf.txt,LEDYARD
903," DECEMBER 13, 2010 1 FINAL DECISION AND ORDER 11-0227 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRFIELD BOARD OF EDUCATION APPEARING O",11_0227.pdf.txt,FAIRFIELD
2594,"MARCH 7, 2011 ~1- FINAL DECISION AND ORDER 11—0228 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON",11_0228.pdf.txt,GREENWICH
1846,"FEBRUARY 3, 2011 .1. FINAL DECISION AND ORDER 11—0232 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION FAIRﬁELD BOARD OF EDUCATION V. STUDENT APPEARIN",11_0232.pdf.txt,
1697,"JANUARY 3, 2011 1 FINAL DECISION AND ORDER 11—0233 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HARTFORD BOARD OF EDUCATION APPEARIN",11_0233.pdf.txt,WEST HARTFORD
2395,"APRIL 28, 201 1 FINAL DECISION AND ORDER 1 1-0239 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF TH",11_0239.pdf.txt,
2235," DECEMBER 22, 2010 1 FINAL DECISION AND ORDER 11-0242 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION REGIONAL SCHOOL DISTRICT NO. 15 V. STUDENT APPEARIN",11_0242.pdf.txt,REGIONAL SCHOOL DISTRICT NO. 15
1120,"FEBRUARY 15, 2011 1 FINAL DECISION AND ORDER 11-0244 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION PLAINVILLE BOARD OF EDUCATION V, STUDENT APPEARING O",11_0244.pdf.txt,PLAINVILLE
956,"MARCH 8, 2011 -1- FINAL DECISION AND ORDER 1 1-0245 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V‘ GREENWICH BOARD OFEDUCATION APPEARING ON",11_0245.pdf.txt,
1923,"FEBRUARY 15, 201 1 -1— FINAL DECISION AND ORDER 1 1~0250 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MIDDLETOWN BOARD OF EDUCATION APPEA",11_0250.pdf.txt,MIDDLETOWN
1740," DECEMBER 28, 2010 1 FINAL DECISION A ND ORDER 11-0251 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOUTH WINDSOR BOARD OF EDUCATION APPEAR",11_0251.pdf.txt,SOUTH WINDSOR
336,"APRIL 1, 2011 -1- FINAL DECISION AND ORDER 11-0260 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING ON",11_0260.pdf.txt,
505,"MARCH 18, 2010 -1- FINAL DECISION AND ORDER 11-0261 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON B",11_0261.pdf.txt,WESTPORT
1377,"FEBRUARY 23, 201 1 —1— FINAL DECISION AND ORDER 1 1-0262 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION TRUMBULL BOARD OFEDUCATION V. STUDENT APPEAR",11_0262.pdf.txt,
822,"FEBRUARY 15, 2011 -1- FINAL DECISION AND ORDER 11-0273 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION NORTH HAVEN BOARD OF EDUCATION V. STUDENT APPEARIN",11_0273.pdf.txt,NORTH HAVEN
2363,"MARCH 7, 2011 -1- FINAL DECISION AND ORDER 1 1—0274 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON",11_0274.pdf.txt,WESTPORT
2551,"MARCH 7, 2011 -1- FINAL DECISION AND ORDER 11-0275 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FARMINGTON BOARD OF EDUCATION APPEARING ON ",11_0275.pdf.txt,FARMINGTON
1935,"MARCH 8, 201 1 —1- FINAL DECISION AND ORDER 1 1—0276 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWINGTON OF EDUCATION APPEARING ON B",11_0276.pdf.txt,
1460,"MARCH 24, 201 1 —1— FINAL DECISION AND ORDER ] 1-0277 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION SIMSBUL‘Y BOARD OF EDUCATION V. STUDENT APPEA",11_0277.pdf.txt,
627,"FEBRUARY 24, 201 1 FINAL DECISION AND ORDER 1 1-0278 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON",11_0278.pdf.txt,GREENWICH
392,"MARCH 24, 201 1 —1- FINAL DECISION AND ORDER 1 1-0285 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, HATTFORD BOARD OT‘EDUCATION APPEARIN",11_0285.pdf.txt,
1286,"MARCH 28, 201 1 —1— FINAL DECISION AND ORDER 11-0286 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. CHESHIRE BOARD OF EDUCATION APPEARING",11_0286.pdf.txt,CHESHIRE
2408,"FEBRUARY 15, 2010 —1— FINAL DECISION AND ORDER 1 1—0290 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OFEDUCATION APPEA",11_0290.pdf.txt,
387,"MARCH 30, 2011 -1- FINAL DECISION AND ORDER 11-0295 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON B",11_0295.pdf.txt,HARTFORD
1282,"MARCH 8, 2011 -1- FINAL DECISION AND ORDER 1 1~0296 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION MARLBOROUGH BOARD OF EDUCATION V. STUDENT APPEARING O",11_0296.pdf.txt,MARLBOROUGH
2747,"MAY 19, 2011 FINAL DECISION AND ORDER 11-0298 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MIDDLETOWN BOARD OF EDUCATION APPEARING ON BEHAL",11_0298.pdf.txt,MIDDLETOWN
2275,"FEBRUARY 17, 2011 -1— FINAL DECISION AND ORDER 11-0299 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION NORWALK BOARD OF EDUCATION V. STUDENT APPEARING ",11_0299.pdf.txt,NORWALK
629,"MARCH 7, 2011 -L- FINAL DECISION AND ORDER 11~0300 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TRUMBULL BOARD OF EDUCATION APPEARING ON BE",11_0300.pdf.txt,TRUMBULL
1021,"JUNE 17, 201 1 FINAL DECISION AND ORDER 11~O302 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION APPEARING ON BEHA",11_0302.pdf.txt,NEW HAVEN
1232,"MARCH 30, 2011 —1— FINAL DECISION AND ORDER 11-0303 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ",11_0303.pdf.txt,HARTFORD
337,"MARCH 24, 201 1 —1- FINAL DECISION AND ORDER 1 1-0308 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. EAST HAMPTON BOARD OF EDUCATION APPEAR",11_0308.pdf.txt,EAST HAMPTON
503,"APR1115,2011 -1- FINAL DECISION AND ORDER 1 1-0309 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON BE",11_0309.pdf.txt,WESTPORT
1229,"MARCH 24, 2011 ~1— FINAL DECISION AND ORDER 11-0313 STATE OF CONNECTICUT; _ DEPARTMENT OF EDUCATION “ \ STUDENT V, WOLCOTT BOARD OF EDUCATION APPE",11_0313.pdf.txt,WOLCOTT
1529,"MAY 4, 201 1 FINAL DECISION AND ORDER 11—0320 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MIDDLETOWN BOARD OF EDUCATION APPEARING ON BEH",11_0320.pdf.txt,MIDDLETOWN
2069,"MARCH 16, 2011 —1— FINAL DECISION AND ORDER 11—0321 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WINDSOR BOARD OFEDUCATION APPEARING ",11_0321.pdf.txt,
1247,"JUNE 20, 201 1 -1- FINAL DECISION AND ORDER 1 1-0325 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF",11_0325.pdf.txt,
453,"MARCH 24, 201 1 —1- FINAL DECISION AND ORDER 1 1-0326 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MANCHESTER BOARD OF EDUCATION APPEARIN",11_0326.pdf.txt,MANCHESTER
244,"APRIL 21, 2011 FINAL DECISION AND ORDER 11—0327 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BEH",11_0327.pdf.txt,STAMFORD
1531,"APRIL 25, 2011 FINAL DECISION AND ORDER 11-0330 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON BEHAL",11_0330.pdf.txt,WESTPORT
734,"APRIL 11, 2011 FINAL DECISION AND ORDER 11—0334 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON BEL",11_0334.pdf.txt,HARTFORD
1244,"JUNE 14, 201 1 1 FINAL DECISION AND ORDER 1 1-0335 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BLOOMﬁELD BOARD OF EDUCATION APPEARING ON",11_0335.pdf.txt,
1569,"MAY 18, 2011 FINAL DECISION AND ORDER 1 1—0342 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V1 WILTON BOARD OF EDUCATION APPEARING ON BEHALF",11_0342.pdf.txt,WILTON
1323,"JUNE 24, 20] 1 FINAL DECISION AND ORDER 11-0347 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MIDDLETOWN BOARD OF EDUCATION APPEARING ON BEH",11_0347.pdf.txt,MIDDLETOWN
2788,"JULY 26, 201 1 —1— FINAL DECISION AND ORDER 11—0349 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHA",11_0349.pdf.txt,
2091,"APRIL 21, 2011 FINAL DECISION AND ORDER 1 1—0353 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HAITHI'D BOARD OF EDUCATION APPEARING ON BE",11_0353.pdf.txt,
362,"CASE NO. L 1—0354 1 DATE OFDECISION: APRIL I, 201 1 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, WESTBROOK BOARD OF EDUCATION APPEARING O",11_0354.pdf.txt,WESTBROOK
218,"JUNE 21, 201 1 FINAL DECISION AND ORDER 1 1-0355 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WESTPOXT BOARD OF EDUCATION V. STUDENT APPEARING ON BEHA",11_0355.pdf.txt,WESTPOXT
711,"JUNE 29, 201I FINAL DECISION AND ORDER: CONSOLIDATED CASES 11-0364/1 1—041 8 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENTL V, REGIONAL SCHOO",11_0364_0418.pdf.txt,REGIONAL SCHOOL DISTRICT 14
872,"MAY 18, 2011 FINAL DECISION AND ORDER 1 1—0369 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. CANTON BOARD OF EDUCATION APPEARING ON BEHALF",11_0369.pdf.txt,CANTON
694,"JUNE 6, 2011 —1— FINAL DECISION AND ORDER 11-0372 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WATERBULY BOARD OF EDUCATION APPEARING O",11_0372.pdf.txt,WATERBULY
166,"APRIL 21, 201 L -1- FINAL DECISION AND ORDER 11-373 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF ",11_0373.pdf.txt,
1606,"FEBRUARY 2, 2012 FINAL DECISION AND ORDER 1 1—0374 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENTL V. ENﬁELD BOARD OF EDUCATION APPEARING ON",11_0374.pdf.txt,
1792,"APRIL 14, 201 1 FINAL DECISION AND ORDER 11-0375 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON BEHAL",11_0375.pdf.txt,NORWALK
2035,"APRIL 11, 2011 FINAL DECISION AND ORDER 11-0388 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION NEW HAVEN BOARD OF EDUCATION V. STUDENT APPEARING ON BEHA",11_0388.pdf.txt,NEW HAVEN
1543,"AUGUST 1, 201 1 FINAL DECISION AND ORDER 1 1—0389 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V1 NORWALK BOARD OF EDUCATION APPEARING ON BE",11_0389.pdf.txt,NORWALK
1148,"APRIL 21, 2011 FINAL DECISION AND ORDER 11—0395 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION SOMERS BOARD OF EDUCATION V. STUDENT APPEARING ON BEHAL",11_0395.pdf.txt,SOMERS
1111,"MAY 24, 201 1 FINAL DECISION AND ORDER 1 1-0401 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOMERS BOARD OF EDUCATION APPEARING ON BEHALFO",11_0401.pdf.txt,SOMERS
576,"APRIL 14, 201 1 FINAL DECISION AND ORDER 1 1—0402 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION REGIONAL SCHOOL DISTRICT NO, 15 \A STUDENT APPEARING ",11_0402.pdf.txt,"REGIONAL SCHOOL DISTRICT NO, 15"
1928,"JUNE 20, 201 1 FINAL DECISION AND ORDER 1 1—0405 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRﬁELD BOARD OF EDUCATION APPEARING ON ",11_0405.pdf.txt,
2231,"MAY 2, 2011 FINAL DECISION AND ORDER 11-04077 7 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF THE ",11_0407.pdf.txt,
1113,"J UNE 24, 2011 FINAL DECISION AND ORDER 1 1-041 1 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION FAIRﬁEID BOARD OFEDUCATION V. STUDENT APPEARING ON BE",11_0411.pdf.txt,
579,"JANUARY 30, 2012 FINAL DECISION AND ORDER 1 1—041 2 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF O",11_0412.pdf.txt,
24,"JUNE 23, 2011 FINAL DECISION AND ORDER 1 1,0413 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TORRINGTON BOARD OF EDUCATION APPEARING ON BEH",11_0413.pdf.txt,TORRINGTON
1729,"JULY 14, 201 1 -1- FINAL DECISION AND ORDER 11—0414 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DARIEN BOARD OF EDUCATION APPEARING ON B",11_0414.pdf.txt,DARIEN
496,"MAY 9, 2011 FINAL DECISION AND ORDER 1 1-0424 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HAITFORD BOARD OF EDUCATION APPEARING ON BEHALF ",11_0424.pdf.txt,HAITFORD
342,"AUGUST 8, 201 1 FINAL DECISION AND ORDER 11—0425 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF T",11_0425.pdf.txt,
827,"AUGUST 1 1, 201 1 FINAL DECISION AND ORDER 11-0426 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION MONROE BOARD OF EDUCATION V. STUDENT APPEARING ON BEHA",11_0426.pdf.txt,MONROE
1369,"MAY 24, 201 1 ~1- FINAL DECISION AND ORDER 1 1-0427 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION BOARD OF EDUCATION V. STUDENT APPEARING ON BEHALF OF ",11_0427.pdf.txt,
2128,"JUNE 23, 2011 FINAL DECISION AND ORDER 11-0428 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V1 N01WALK BOARD OF EDUCATION APPEARING ON BEHALF ",11_0428.pdf.txt,N01WALK
824,"SEPTEMBER 9, 2011 FINAL DECISION AND ORDER 11—0436 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. EAST LYME BOARD OF EDUCATION APPEARING ON",11_0436.pdf.txt,EAST LYME
1486,"JULY 13, 2011 -1- FINAL DECISION AND ORDER 11-0440 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BE",11_0440.pdf.txt,STAMFORD
865,"JULY 13, 2011 ~1- FINAL DECISION AND ORDER 11—0444 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF",11_0444.pdf.txt,
1390,"JUNE 24, 2011 FINAL DECISION AND ORDER 11—0445 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORTH HAVEN BOARD OF EDUCATION APPEARING ON B",11_0445.pdf.txt,NORTH HAVEN
289,"JULY 14, 201 1 -1— FINAL DECISION AND ORDER 1 1—0447 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOUTH WINDSOR BOARD OF EDUCATION APPE",11_0447.pdf.txt,SOUTH WINDSOR
1788,"JULY 14, 2011 -1~ FINAL DECISION AND ORDER 11-0448 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOUTH WINDSOR BOARD OF EDUCATION APPEARING ",11_0448.pdf.txt,SOUTH WINDSOR
1484,"MAY 25, 2011 FINAL DECISION AND ORDER NO. 11-0450 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HAﬁFORD BOARD 01‘ EDUCATION APPEARING ON",11_0450.pdf.txt,
2023,"JULY 29, 201 1 FINAL DECISION AND ORDER 1 1-0451 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION FARMINGTON BOARD OF EDUCATION V. STUDENT APPEARING ON BE",11_0451.pdf.txt,FARMINGTON
2329,"JUNE 16, 2011 —1- FINAL DECISION AND ORDER 11—0453 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V‘ BOARD OF EDUCATION APPEARING ON BEHAL",11_0453.pdf.txt,
862,"JUNE 29, 2011 CASE NO. 11—0454 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION APPEARING ON BEHALFOT‘ THE STU",11_0454.pdf.txt,MILFORD
288,"OCTOBER 4, 201 1 FINAL DECISION AND ORDER 1 1—0457 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGIONAL SCHOOL DISTRICT # 14 APPEARING O",11_0457.pdf.txt,REGIONAL SCHOOL DISTRICT # 14
1611,"JUNE 7, 201 1 FINAL DECISION AND ORDER 1 1-0459 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT VT BOARD OF EDUCATION APPEARING ON BEHALF OF THE ",11_0459.pdf.txt,
592,"JULY 13, 2011 FINAL DECISION AND ORDER 11-0460 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPON BOARD OF EDUCATION APPEARING ON BEHALF ",11_0460.pdf.txt,WESTPON
83,"SEPTEMBER 2, 201 1 FINAL DECISION AND ORDER 1 1-0461 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WALLINGFORD BOARD OF EDUCATION V. STUDENT APPEARING ",11_0461.pdf.txt,WALLINGFORD
367,"SEPTEMBER 8, 201 1 FINAL DECISION AND ORDER 1 1-0469 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, BOARD OF EDUCATION APPEARING ON BEHALF OF",11_0469.pdf.txt,
899,"JULY 13, 2011 FINAL DECISION AND ORDER 11—0472 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF THE",11_0472.pdf.txt,
1106,"JULY 11, 201 1 FINAL DECISION AND ORDER 11-0473 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. POMFRET BOARD OF EDUCATION APPEARING ON BEHALF",11_0473.pdf.txt,POMFRET
2648,"JUNE 14, 201 1 FINAL DECISION AND ORDER 1 1~0480 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V1 SIMSBTN‘Y BOARD OF EDUCATION APPEARING ON B",11_0480.pdf.txt,
1336,"JULY 13, 2011 FINAL DECISION AND ORDER 11—0525 AND 11-0518 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEIWALK BOARD OF EDUCATION APPEAR",11_0518_and_11_0525.pdf.txt,NEIWALK
1789,"OCTOBER 7, 2011 FINAL DECISION AND ORDER 11—0530 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGIONA1 SCHOOL DISTRICT NO, 16 APPEARING O",11_0530.pdf.txt,WOODSTOCK
1027,"STATE OF CONNECTICUT DEPARTMENT OF EDUCATION CASE NO. 1 1—0557 DATE OF DECISION: SEPTEMBER 23, 201 1 STUDENT V. WESTPORT BOARD OF EDUCATION APPEARIN",11_0557.pdf.txt,WESTPORT
1238,"DECEMBER 6, 201 1 FINAL DECISION AND ORDER 1 1—0560 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V‘ BOARD OF EDUCATION APPEARING ON BEHALF",11_0560.pdf.txt,
740,"OCTOBER 13, 201 1 FINAL DECISION AND ORDER 1 1-0561 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION REGIONAL SCHOOL DISTRICT N0. 14 V. STUDENT APPEARING ",11_0561.pdf.txt,REGIONAL SCHOOL DISTRICT NO. 14
146,"AUGUST 19, 201 1 FINAL DECISION AND ORDER 12-0001 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V1 SIMSBTUY BOARD OF EDUCATION APPEARING ON BEH",12_0001.pdf.txt,SIMSBTUY
2660,"MARCH 15, 2012 FINAL DECISION AND ORDER 120004 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. EASTON BOARD OF EDUCATION APPEARING ON BEHALF O",12_0004.pdf.txt,EASTON
2124,"NOVEMBER 8, 201 1 FINAL DECISION AND ORDER 12—0005 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION EAST HARTFORD BOARD OF EDUCATION V. STUDENT APPEARIN",12_0005.pdf.txt,DANBURY
1664,"AUGUST 2, 201 1 FINAL DECISION AND ORDER 12-0006 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V1 SIMSBURY BOARD OF EDUCATION APPEARING ON BEHA",12_0006.pdf.txt,SIMSBURY
1811,"SEPTEMBER 16, 201 1 FINAL DECISION AND ORDER 12-0007 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF",12_0007.pdf.txt,
352,"JULY 21, 201 1 FINAL DECISION AND ORDER 12-0008 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. CONN. TECHNICAL HIGH SCHOOL SYSTEM APPEARING O",12_0008.pdf.txt,
513,"SEPTEMBER 21, 201 1 FINAL DECISION AND ORDER 12-0009 STATE OF CONNECTICUT DEPARTNIENT OF EDUCATION NEW HAVEN BOARD OF EDUCATION V. STUDENT APPEARING O",12_0009.pdf.txt,NEW HAVEN
634,"JULY 19, 2011 FINAL DECISION AND ORDER 12—0010 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION BOARD OF EDUCATION V. STUDENT APPEARING ON BEHALF OF THE",12_0010.pdf.txt,
141,"AUGUST 19, 201 1 FINAL DECISION AND ORDER 12-001 1 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON BEH",12_0011.pdf.txt,NORWALK
1015,"JULY 25, 2012 FINAL DECISION AND ORDER 120012 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. AVON BOARD OF EDUCATION APPEARING ON BEHALF OF T",12_0012.pdf.txt,AVON
240,"SEPTEMBER 8, 201 1 FINAL DECISION AND ORDER 12-0027 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF ",12_0027.pdf.txt,
